jobid, gpu type, gpu id, walltime (s), completion date
5b56053a6d8111ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, MIG-GPU-82f7ff29-842d-bd66-33a4-279130adadc3/10/0, 1152, 2022-02-10T01:07:15.121043
5b8f4ca06d8111eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, MIG-GPU-82f7ff29-842d-bd66-33a4-279130adadc3/7/0, 1332, 2022-02-10T01:15:39.439737
5bd82f1a6d8111ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, MIG-GPU-82f7ff29-842d-bd66-33a4-279130adadc3/13/0, 1440, 2022-02-10T01:18:26.008117
5c0eb9406d8111eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, MIG-GPU-fbd133c4-df68-544e-eb71-ebf4073960b7/12/0, 1368, 2022-02-10T01:21:21.294796
5c40108a6d8111ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, MIG-GPU-82f7ff29-842d-bd66-33a4-279130adadc3/12/0, 1188, 2022-02-10T01:32:46.460312
5c738c946d8111ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, MIG-GPU-82f7ff29-842d-bd66-33a4-279130adadc3/11/0, 1296, 2022-02-10T01:35:34.717123
5cac7fae6d8111ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, MIG-GPU-82f7ff29-842d-bd66-33a4-279130adadc3/7/0, 1476, 2022-02-10T01:38:27.630835
da53a4f06d8111ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, MIG-GPU-fbd133c4-df68-544e-eb71-ebf4073960b7/14/0, 1440, 2022-02-10T02:43:29.762826
da8c980a6d8111ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, MIG-GPU-82f7ff29-842d-bd66-33a4-279130adadc3/13/0, 1188, 2022-02-10T01:35:34.731560
dabcd4e86d8111ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, MIG-GPU-fbd133c4-df68-544e-eb71-ebf4073960b7/7/0, 1512, 2022-02-10T03:06:10.791200
daebae946d8111eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, MIG-GPU-fbd133c4-df68-544e-eb71-ebf4073960b7/13/0, 1584, 2022-02-10T03:06:10.910980
db2719e86d8111eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, MIG-GPU-fbd133c4-df68-544e-eb71-ebf4073960b7/11/0, 1404, 2022-02-10T02:29:30.332150
db5b1e3c6d8111ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, MIG-GPU-fbd133c4-df68-544e-eb71-ebf4073960b7/11/0, 1224, 2022-02-10T01:41:15.892329
db8ed48e6d8111ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, MIG-GPU-fbd133c4-df68-544e-eb71-ebf4073960b7/13/0, 1260, 2022-02-10T01:46:58.898635
dbc3969c6d8111ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, MIG-GPU-fbd133c4-df68-544e-eb71-ebf4073960b7/14/0, 1476, 2022-02-10T01:49:50.336828
dbf57bd06d8111ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, MIG-GPU-fbd133c4-df68-544e-eb71-ebf4073960b7/9/0, 1476, 2022-02-10T02:51:52.394680
dc2a69266d8111ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, MIG-GPU-82f7ff29-842d-bd66-33a4-279130adadc3/10/0, 1188, 2022-02-10T01:46:58.881386
dc55a3166d8111ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, MIG-GPU-82f7ff29-842d-bd66-33a4-279130adadc3/12/0, 1332, 2022-02-10T01:55:27.710146
dc7feeaa6d8111ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, MIG-GPU-fbd133c4-df68-544e-eb71-ebf4073960b7/11/0, 2088, 2022-02-10T03:03:23.172309
dcab6f626d8111eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, MIG-GPU-82f7ff29-842d-bd66-33a4-279130adadc3/11/0, 1404, 2022-02-10T02:01:14.005577
dcd85b1c6d8111ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, MIG-GPU-82f7ff29-842d-bd66-33a4-279130adadc3/13/0, 1188, 2022-02-10T01:58:22.026986
dd0435e86d8111ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, MIG-GPU-82f7ff29-842d-bd66-33a4-279130adadc3/11/0, 1332, 2022-02-10T04:02:23.275479
dd39de146d8111ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, MIG-GPU-fbd133c4-df68-544e-eb71-ebf4073960b7/11/0, 1512, 2022-02-10T02:06:52.361098
dd6045906d8111eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, MIG-GPU-fbd133c4-df68-544e-eb71-ebf4073960b7/7/0, 1368, 2022-02-10T02:09:43.710344
dd8c44386d8111ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, MIG-GPU-82f7ff29-842d-bd66-33a4-279130adadc3/10/0, 1224, 2022-02-10T02:09:43.796533
ddb738e66d8111ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, MIG-GPU-fbd133c4-df68-544e-eb71-ebf4073960b7/13/0, 1332, 2022-02-10T02:09:43.754746
dde4a8c66d8111ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, MIG-GPU-fbd133c4-df68-544e-eb71-ebf4073960b7/14/0, 1656, 2022-02-10T02:18:08.185811
de1835c46d8111eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, MIG-GPU-fbd133c4-df68-544e-eb71-ebf4073960b7/8/0, 1476, 2022-02-10T02:21:00.473745
de5119206d8111ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, MIG-GPU-82f7ff29-842d-bd66-33a4-279130adadc3/7/0, 1332, 2022-02-10T02:21:00.549418
de8bf9b46d8111ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, MIG-GPU-82f7ff29-842d-bd66-33a4-279130adadc3/13/0, 1296, 2022-02-10T02:18:08.125809
dec4142a6d8111ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, MIG-GPU-fbd133c4-df68-544e-eb71-ebf4073960b7/7/0, 1908, 2022-02-10T02:40:40.603996
def89a6a6d8111ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, MIG-GPU-fbd133c4-df68-544e-eb71-ebf4073960b7/13/0, 1908, 2022-02-10T02:40:40.629035
df2a5e746d8111ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, MIG-GPU-fbd133c4-df68-544e-eb71-ebf4073960b7/9/0, 1224, 2022-02-10T02:29:30.319386
df5ca6d66d8111eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, MIG-GPU-82f7ff29-842d-bd66-33a4-279130adadc3/10/0, 1872, 2022-02-10T02:40:40.616290
df9432866d8111ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, MIG-GPU-82f7ff29-842d-bd66-33a4-279130adadc3/13/0, 1512, 2022-02-10T02:43:29.828595
dfc1ce3a6d8111ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, MIG-GPU-82f7ff29-842d-bd66-33a4-279130adadc3/12/0, 1368, 2022-02-10T02:43:29.790242
dff734e46d8111eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, MIG-GPU-82f7ff29-842d-bd66-33a4-279130adadc3/7/0, 1224, 2022-02-10T02:40:40.912713
e02fbb846d8111ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, MIG-GPU-fbd133c4-df68-544e-eb71-ebf4073960b7/8/0, 1296, 2022-02-10T02:43:29.711809
e06457cc6d8111ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, MIG-GPU-82f7ff29-842d-bd66-33a4-279130adadc3/11/0, 1476, 2022-02-10T02:46:16.815876
e09731386d8111eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, MIG-GPU-82f7ff29-842d-bd66-33a4-279130adadc3/9/0, 1548, 2022-02-10T04:05:14.609964
e0cd15e66d8111ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, MIG-GPU-fbd133c4-df68-544e-eb71-ebf4073960b7/14/0, 1620, 2022-02-10T03:08:59.792717
e10404706d8111ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, MIG-GPU-fbd133c4-df68-544e-eb71-ebf4073960b7/8/0, 1332, 2022-02-10T03:06:10.821564
e138ab626d8111eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, MIG-GPU-82f7ff29-842d-bd66-33a4-279130adadc3/8/0, 1476, 2022-02-10T04:05:14.775860
e16bfdfa6d8111eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, MIG-GPU-82f7ff29-842d-bd66-33a4-279130adadc3/7/0, 1620, 2022-02-10T05:01:35.498874
e19fbf006d8111ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, MIG-GPU-fbd133c4-df68-544e-eb71-ebf4073960b7/7/0, 1260, 2022-02-10T04:02:23.285553
e1d5ade06d8111ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, MIG-GPU-fbd133c4-df68-544e-eb71-ebf4073960b7/9/0, 1476, 2022-02-10T03:17:27.317462
